Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3
1,1,0,0,55,1,2,1,2,0,0,0,2,2,0,1,2,98.8
0,0,0,0,18,1,2,1,0,0,0,2,2,2,0,1,0,99.85
1,1,1,0,32,1,0,1,0,0,0,0,0,2,0,1,1,80.3
0,1,0,0,66,1,2,1,0,2,0,0,0,0,0,1,1,80.45
1,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,2,86.8
1,1,1,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.2
1,0,0,0,13,1,2,1,0,0,0,2,2,2,0,1,3,99.0
0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,2,100.75
0,0,1,0,9,1,2,1,2,2,2,0,0,0,0,0,0,91.75
0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,1,3,79.55
0,0,0,0,54,1,2,1,0,2,2,2,2,2,0,0,2,111.1
0,0,1,0,25,1,2,1,0,0,2,0,0,2,0,1,2,89.1
0,0,0,0,37,1,2,1,0,2,2,0,2,2,0,1,0,101.9
0,0,1,1,14,1,2,1,0,0,0,2,2,0,0,1,2,91.65
0,1,0,0,4,1,2,1,0,0,2,0,0,2,0,1,2,88.85
0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.3
1,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.45
1,0,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,91.1
0,0,1,0,45,1,0,0,0,2,0,2,0,0,1,1,1,54.15
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.7
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.5
1,0,1,0,3,0,1,0,0,0,0,0,0,2,0,1,2,35.15
1,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,1,73.75
0,1,0,0,8,1,2,1,0,0,2,0,2,2,0,0,2,101.35
0,0,1,1,6,1,0,0,2,2,0,0,0,0,0,0,1,55.9
1,1,1,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.9
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,43.95
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45.1
0,0,0,0,41,1,0,1,0,0,0,0,0,0,0,0,0,70.25
1,0,0,1,9,1,0,0,0,0,0,0,2,0,0,0,2,55.35
1,1,1,0,43,1,2,1,0,2,2,0,2,2,0,1,2,103.0
0,0,1,0,33,1,0,1,2,0,2,2,2,2,1,1,2,103.75
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35
0,0,0,0,56,1,0,1,0,2,0,0,0,0,0,1,2,73.85
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.15
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6
1,0,1,1,5,1,2,1,0,2,0,0,0,0,0,1,2,80.15
0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,30.5
1,0,1,0,70,1,2,1,0,2,0,0,2,2,2,0,0,98.3
0,0,0,0,48,1,2,1,0,2,2,0,2,2,0,1,0,107.4
0,1,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,82.0
0,0,1,0,24,1,2,1,0,0,0,0,0,0,0,1,1,75.4
0,1,1,0,27,1,0,1,2,0,2,0,2,2,0,1,2,101.25
1,1,0,0,25,1,2,1,0,2,0,0,2,0,0,1,2,89.5
0,1,0,0,22,1,2,1,0,0,0,0,0,0,0,1,0,74.4
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.35
0,1,1,0,18,1,2,1,0,0,0,2,2,2,0,0,0,99.75
0,1,0,0,56,1,2,1,0,2,2,2,2,2,1,1,2,111.95
1,1,0,0,16,0,1,0,0,2,0,0,2,0,0,1,3,39.0
0,0,1,0,30,1,2,1,0,2,0,2,2,0,0,1,1,94.1
0,0,0,0,8,1,2,1,0,0,0,0,2,2,0,0,0,95.65
0,1,1,0,50,1,2,1,0,2,0,0,2,0,0,1,2,88.05
1,0,0,0,40,1,2,1,0,2,2,0,2,2,0,1,1,104.5
0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.05
1,0,0,0,23,1,2,1,0,0,2,0,0,0,0,1,2,81.0
0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.45
0,0,0,0,4,1,0,0,2,2,0,2,0,0,0,1,3,60.4
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.65
1,0,0,0,12,1,0,0,0,0,0,2,2,0,1,1,2,59.8
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,44.2
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.75
0,0,0,0,67,1,2,1,2,2,2,0,2,0,0,1,1,102.95
1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,1,3,74.4
0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,2,29.85
1,0,0,0,34,1,0,0,2,0,2,0,0,0,1,0,3,56.95
1,0,0,0,45,0,1,0,2,0,2,2,0,0,1,0,0,42.3
1,0,0,1,22,1,2,1,0,2,0,0,2,0,0,1,1,89.1
0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,3,29.75
1,0,0,0,62,1,0,0,2,2,0,0,0,0,1,0,0,56.15
1,0,1,1,13,1,0,0,2,0,0,0,0,0,0,1,3,49.95
1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,1,18.95
1,0,1,0,58,1,2,1,0,0,2,0,2,2,1,0,1,100.35
1,0,0,0,25,1,0,1,2,0,2,2,2,2,0,1,2,105.5
0,0,1,0,69,1,2,1,2,2,2,2,2,2,2,0,1,113.25
0,0,0,0,52,1,0,2,1,1,1,1,1,1,1,0,3,20.65
1,0,0,0,71,1,2,1,2,0,2,0,2,2,2,0,0,106.7
0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05
1,0,1,0,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8
0,0,1,0,58,1,2,0,0,2,0,2,0,0,2,1,1,59.9
1,0,1,1,49,1,0,0,2,2,0,2,0,0,0,0,1,59.6
0,0,0,0,30,1,0,0,2,2,0,0,0,0,0,1,0,55.3
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25
0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35
1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5
0,0,1,0,27,1,0,0,2,2,2,2,0,0,1,0,3,66.15
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25
0,0,1,0,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9
0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8
1,0,1,0,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55
0,0,1,0,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2
0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75
0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85
0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2
0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5
1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25
1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75
0,0,1,0,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15
0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25
0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5
0,1,1,0,60,1,0,0,2,2,2,2,0,2,1,1,1,74.85
0,0,1,0,63,1,2,1,2,0,0,0,2,2,1,1,1,99.65
1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45
0,0,1,0,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95
0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5
0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5
1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9
1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1
0,0,1,0,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4
0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3
1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9
0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2
0,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15
1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05
0,0,1,0,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4
1,1,1,0,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6
1,0,1,0,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25
0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5
0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5
0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65
0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65
1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75
0,0,1,0,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9
0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55
0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8
0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15
1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3
0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15
0,0,1,0,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65
0,0,1,0,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95
1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75
1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,82.05
1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7
1,0,1,0,66,1,2,0,2,0,2,2,2,2,2,1,3,84.0
0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05
1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9
1,0,1,0,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85
1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21.0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45
1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95.0
0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55
1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3
0,0,1,0,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15
0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15
1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.4
0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95
0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65
0,0,1,0,64,0,1,0,0,2,0,2,2,2,2,1,2,54.6
1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85
0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,31.05
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65
1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2
0,0,1,0,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.7
0,0,1,1,7,1,0,0,2,0,0,0,0,0,0,0,3,50.7
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.85
1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75
1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,56.45
0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,85.95
1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,50.55
0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,25.7
0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.0
0,0,1,0,64,1,0,2,1,1,1,1,1,1,2,0,3,20.2
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,1,3,19.6
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05
0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05
1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,84.3
1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,23.95
0,0,1,0,65,1,2,1,2,2,0,2,2,0,2,1,1,99.05
1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.6
1,0,0,0,30,1,0,0,0,2,2,0,2,0,1,0,1,64.5
1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,69.5
0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55
0,0,1,0,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15
1,0,1,0,62,1,0,0,2,2,2,2,2,2,2,0,2,86.1
0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7
0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,80.9
0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,0,84.15
1,0,1,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.15
1,0,1,0,16,1,0,0,2,0,2,0,2,0,2,0,3,64.25
1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,25.7
0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,2,56.0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.7
1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,73.9
0,0,1,0,11,1,0,2,1,1,1,1,1,1,1,0,3,20.6
1,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,3,19.9
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.05
0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.4
1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25
1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,3,81.95
0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,20.55
0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7
0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,0,105.35
1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.3
1,0,1,0,33,1,0,0,2,0,2,0,2,2,1,0,1,74.75
1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,51.8
1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,30.4
0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,19.65
0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6
1,0,1,0,43,1,2,0,2,0,0,2,0,2,1,1,1,71.9
0,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,0,19.75
0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,0,1,109.7
1,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3
0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55
1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,24.1
1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,111.35
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75
0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,101.9
0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05
1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,105.55
1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3
1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.85
0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95
1,0,1,0,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45
1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,102.45
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25
1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75
0,0,1,0,29,1,0,2,1,1,1,1,1,1,1,0,2,20.0
1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,86.8
0,0,1,0,57,0,1,0,2,2,2,0,2,2,0,1,0,58.75
1,0,1,0,72,0,1,0,2,2,2,2,0,0,2,0,1,45.25
1,0,1,0,66,0,1,0,2,2,2,2,2,0,2,1,0,56.6
1,0,1,0,65,1,2,0,0,2,2,2,2,2,2,1,0,84.2
0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80.0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.75
1,0,1,0,1,1,0,2,1,1,1,1,1,1,1,1,2,20.2
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,0,19.35
1,0,0,0,24,0,1,0,2,0,0,0,2,2,1,1,3,50.6
0,0,1,0,31,1,0,0,2,0,2,2,2,2,1,1,3,81.15
1,0,0,0,30,1,2,1,0,0,0,2,0,2,0,1,1,89.9
0,0,1,0,47,1,2,0,2,2,0,2,2,2,2,1,1,85.3
1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108.0
1,0,0,0,50,1,0,1,2,2,0,2,0,2,0,1,1,93.5
0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.25
0,0,0,0,29,1,2,2,1,1,1,1,1,1,0,0,2,25.15
0,0,0,0,10,0,1,0,0,0,0,2,0,0,2,1,3,29.6
1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,73.15
1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,19.75
0,0,0,0,72,1,2,0,0,2,2,2,2,2,2,0,0,86.6
1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2
0,0,1,0,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7
0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4
0,1,0,0,13,1,0,0,0,2,2,0,0,0,0,1,2,54.8
1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,75.35
1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,65.0
1,0,0,0,42,1,2,1,2,2,2,0,0,2,1,1,2,99.0
0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5
1,0,0,0,32,1,2,0,0,2,2,2,2,2,1,0,1,83.7
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.85
0,0,1,0,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55
0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1
1,0,0,0,50,1,2,1,2,2,2,2,2,2,1,0,1,114.35
0,1,1,0,29,0,1,0,2,0,2,0,0,2,0,1,2,45.0
1,1,1,0,57,1,2,1,0,2,0,0,0,2,0,1,2,89.85
0,0,0,0,31,0,1,0,2,2,0,2,0,2,2,1,0,49.85
0,0,1,0,45,1,2,1,2,2,2,2,2,2,1,0,3,113.3
0,0,1,0,61,1,2,0,2,2,2,2,2,2,2,0,3,88.1
1,0,0,0,50,1,2,2,1,1,1,1,1,1,2,0,0,24.9
0,1,0,0,19,1,0,1,2,2,0,2,2,2,0,1,3,105.0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.25
1,0,1,0,57,1,0,0,2,2,0,2,0,0,2,1,2,59.75
1,1,1,0,20,1,2,1,0,2,0,2,2,2,0,0,2,107.05
1,1,1,0,21,1,0,0,2,2,0,0,0,2,0,1,0,64.95
1,0,0,0,14,0,1,0,0,0,2,2,2,2,0,1,2,55.0
0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,50.55
0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,3,55.15
0,0,0,0,10,1,0,0,0,2,0,0,0,0,0,0,2,51.2
0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.4
0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45
0,0,0,0,22,1,2,1,0,0,0,0,0,0,1,1,1,76.0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,2,44.35
1,0,0,0,35,1,0,0,2,2,2,0,0,0,1,0,3,61.2
1,0,1,0,23,1,0,1,0,2,2,2,0,0,1,0,3,86.8
0,1,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.35
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.7
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.25
0,0,1,1,71,1,0,1,0,0,2,0,0,0,2,0,2,76.05
1,1,1,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.8
1,0,1,1,40,1,2,0,0,0,2,0,2,2,0,1,2,74.55
1,0,0,0,23,1,0,0,0,0,0,0,2,2,1,1,0,64.9
1,0,0,0,4,1,0,1,0,0,2,2,0,2,0,1,2,90.4
0,0,1,0,68,0,1,0,0,2,2,2,2,2,2,0,1,60.3
1,0,0,1,38,1,2,1,0,2,0,0,0,0,0,1,3,81.85
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.8
1,0,1,0,29,1,0,0,0,0,2,2,2,2,2,0,3,75.55
1,1,1,1,38,1,2,1,0,2,0,0,2,2,0,0,2,101.15
1,0,0,0,48,1,2,0,2,0,2,0,2,2,1,1,1,78.75
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.25
0,0,0,0,22,1,0,1,2,0,0,2,0,2,0,1,2,89.05
0,0,0,0,43,1,2,1,2,2,2,2,2,2,2,0,1,115.05
0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.35
1,0,1,0,51,1,2,1,2,2,0,2,2,2,1,0,1,110.05
1,0,0,0,71,1,0,2,1,1,1,1,1,1,2,1,1,19.9
1,0,1,0,35,1,2,1,0,0,0,2,2,0,0,1,1,91.5
0,0,1,0,72,0,1,0,0,2,2,2,2,2,2,1,2,60.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.8
0,0,1,0,9,1,0,0,2,0,0,0,0,0,1,0,3,48.6
1,0,0,0,69,0,1,0,2,2,0,2,2,2,2,1,0,60.05
0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,102.7
0,1,1,0,11,1,0,1,0,0,0,2,2,0,0,1,2,82.9
0,1,1,1,28,0,1,0,0,0,0,0,2,0,0,1,2,35.9
0,1,0,0,17,1,2,1,0,0,2,0,0,0,0,1,1,82.65
0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,1,3,19.85
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,3,19.2
1,0,0,0,46,1,2,1,0,2,2,0,2,0,1,1,1,94.9
0,0,0,0,68,1,2,0,2,2,2,2,2,2,2,1,2,88.15
0,0,0,0,36,1,0,1,0,2,0,0,2,2,0,1,1,94.8
0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,54.65
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,85.75
0,0,1,1,66,1,2,0,2,2,2,0,0,0,0,1,0,67.45
1,0,0,0,63,1,0,2,1,1,1,1,1,1,1,0,3,20.5
0,0,0,0,41,1,0,2,1,1,1,1,1,1,1,1,1,20.25
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,72.1
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.45
0,0,0,0,23,0,1,0,0,0,0,0,2,2,0,1,2,44.95
0,1,1,0,64,1,0,1,2,2,2,0,0,2,1,0,0,97.0
1,0,1,0,37,1,2,0,2,0,2,2,0,0,2,1,1,62.8
1,0,0,0,17,1,0,0,0,0,0,0,0,0,1,0,3,44.6
0,1,0,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.15
0,1,0,0,16,1,2,0,2,0,0,0,0,0,0,1,2,54.1
1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,105.25
1,0,1,0,42,1,2,1,2,0,0,0,2,2,1,0,2,97.1
1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.2
0,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,0,98.8
1,0,1,0,58,1,0,0,0,0,2,0,0,0,1,0,1,50.3
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,1,3,20.55
1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9
1,0,1,0,23,1,0,0,2,0,0,0,0,2,0,1,0,59.95
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.15
1,0,1,0,71,1,2,1,0,0,2,0,2,2,1,1,1,98.65
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,112.6
1,0,1,0,33,1,0,2,1,1,1,1,1,1,1,0,3,20.6
1,0,0,0,24,0,1,0,2,0,0,2,0,0,2,0,3,35.75
0,0,1,0,56,1,2,1,0,2,2,2,0,2,1,1,1,99.75
1,0,0,0,37,1,0,1,0,2,0,0,2,2,0,1,1,96.1
0,0,0,0,43,1,2,0,0,2,2,2,2,2,1,0,1,85.1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.35
0,0,0,0,61,1,2,0,2,2,2,2,2,2,2,0,2,89.65
1,0,0,0,17,1,2,1,0,0,2,2,0,0,1,0,2,86.75
0,0,1,0,41,1,0,1,0,2,2,2,0,0,1,1,0,86.2
1,1,1,0,72,0,1,0,2,2,2,2,2,2,2,1,0,64.8
1,0,0,0,48,1,2,1,0,2,2,0,2,2,2,1,0,108.1
0,0,0,0,42,0,1,0,2,2,2,2,0,2,1,1,2,54.75
1,0,0,0,44,1,2,1,0,0,2,0,0,2,0,1,3,90.4
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0
0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,0,95.6
1,1,1,0,27,1,2,0,0,2,2,2,2,2,0,1,0,84.8
0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.3
0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,19.9
0,1,1,0,42,1,2,1,0,0,0,0,2,2,0,1,2,95.05
0,0,0,0,66,1,2,0,2,2,2,2,2,2,2,1,1,90.05
1,1,1,0,33,1,2,1,2,0,2,2,2,2,0,1,0,109.9
1,1,0,0,33,0,1,0,0,0,2,2,2,2,0,1,2,54.6
0,0,1,0,23,1,0,2,1,1,1,1,1,1,1,0,3,20.05
0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,19.75
0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,1,20.05
